B0042	114.061072	22.640977	1507.8397	24	06:36:00
B0043	113.818848	22.698914	1498.9031	26	06:30:00
B0044	113.79328	22.699085	1493.9265	17	06:36:00
B0045	114.088349	22.630761	1474.9462	26	06:36:00
B0046	114.275272	22.736419	1430.8899	64	06:30:00
B0047	113.21411	23.166269	1366.1619	40	06:51:00
B0048	110.178827	20.335061	1365.3053	30	06:30:00
B0049	113.314161	23.026671	1256.9036	31	06:45:00
B0050	114.134612	22.605016	1179.1445	24	06:36:00
B0051	114.131064	22.55258	1125.7637	22	06:39:00
B0052	113.906415	22.551065	1078.8887	33	06:42:00
B0053	113.320772	23.258526	1054.1406	33	06:51:00
B0054	113.329844	23.201831	1047.2994	28	07:21:00
B0055	114.004208	22.55234	956.449	20	06:51:00
B0056	113.268909	23.127808	876.885	28	07:09:00
B0057	113.668272	22.963677	860.6575	32	06:45:00
B0058	114.091551	22.546424	819.5817	20	06:45:00
B0059	113.321826	23.027282	812.4732	25	06:51:00
B0060	114.046196	22.649465	802.9929	16	06:51:00
B0061	113.764039	23.013316	801.945	56	06:42:00
B0062	113.89986	22.786188	768.431	18	06:39:00
B0063	114.088053	22.631265	759.2893	19	06:54:00
B0064	113.997232	22.59321	758.6399	17	07:06:00
B0065	114.054897	22.646966	741.186	15	07:03:00
B0066	113.921206	22.537631	716.1536	28	06:51:00
B0067	113.378949	22.945963	692.4968	17	06:45:00
B0068	113.900611	22.572454	680.1682	27	06:51:00
B0069	113.305131	23.138201	661.4701	1	06:36:00
B0070	113.266843	23.125711	638.8183	1	06:39:00
B0071	114.011611	22.921069	636.5533	5	07:00:00
B0072	113.286892	23.085993	631.8731	20	07:18:00
B0073	113.328149	23.201472	607.9601	21	07:27:00
B0074	113.934697	23.107633	585.3526	48	06:30:00
B0075	113.382202	23.05819	578.4185	17	07:18:00
B0076	114.088048	22.631295	577.3317	16	07:03:00
B0077	113.170711	23.04938	557.8477	27	06:42:00
B0078	113.717908	22.832066	544.8401	10	06:36:00
B0079	113.845129	22.746146	544.5673	13	06:48:00
B0080	114.235036	22.695229	537.6568	34	06:33:00
B0081	113.113357	23.023983	533.4239	41	06:36:00
B0082	110.417157	21.202247	527.6239	29	06:39:00
B0083	113.317272	23.025897	526.7561	20	07:03:00
B0084	114.133815	22.559031	512.8802	15	06:57:00
B0085	113.380696	23.134029	498.2218	1	06:45:00
B0086	113.359597	22.979376	479.3786	15	06:57:00
B0087	114.046699	22.617332	466.0196	12	07:18:00
B0088	113.840149	23.110206	464.8392	36	06:45:00
B0089	113.36579	23.467117	463.2336	19	06:33:00
B0090	114.02758	22.661854	462.5524	12	07:00:00
B0091	113.580688	22.805765	456.8141	58	06:30:00
B0092	114.118394	22.573973	443.4528	14	07:06:00
B0093	113.320775	23.048773	438.3089	16	07:27:00
B0094	114.042558	22.654465	432.0017	12	07:12:00
B0095	113.811783	23.08834	430.3396	42	06:48:00
B0096	113.088167	23.042076	425.5539	36	06:39:00
B0097	114.266454	22.715649	419.474	34	06:36:00
B0098	113.314206	23.102272	409.9957	15	07:51:00
B0099	113.885591	22.957762	404.3689	40	06:30:00
B0100	114.276218	22.735681	401.2549	34	06:39:00
B0101	114.048785	22.566656	389.3617	11	07:27:00
B0102	114.052535	22.605696	388.9843	11	07:30:00
B0103	114.053445	22.528087	385.9114	12	07:06:00
B0104	114.093619	22.557073	371.5909	1	06:30:00
B0105	114.02819	22.663709	358.6164	10	07:15:00
B0106	114.124103	22.600908	355.7476	13	07:24:00
B0107	113.841585	22.702596	339.6894	10	06:51:00
B0108	113.288213	23.133346	325.9203	1	06:54:00
B0109	113.249841	23.371734	322.1326	33	06:33:00
B0110	113.228424	23.060244	318.7701	15	07:18:00
B0111	113.136987	23.025509	318.7701	29	06:45:00
B0112	113.297453	23.131169	317.5724	16	07:39:00
B0113	113.964202	22.55917	317.3112	16	07:21:00
B0114	114.063028	22.571019	316.9499	10	07:42:00
B0115	113.088886	23.019708	313.7988	1	06:30:00
B0116	114.120857	22.602495	310.1361	12	07:30:00
B0117	113.311949	23.291608	308.6912	17	06:54:00
B0118	113.932399	22.526055	308.3529	18	07:00:00
B0119	113.885455	22.957819	289.7356	32	06:33:00
B0120	113.252176	23.136869	287.4723	17	07:33:00
B0121	113.914169	22.5606	286.1964	17	07:03:00
B0122	113.12482	23.02382	284.9008	22	07:06:00
B0123	112.896012	23.170052	271.4754	14	06:36:00
B0124	113.347404	23.192579	263.7415	14	07:42:00
B0125	114.036224	22.609184	255.3604	1	06:33:00
B0126	113.284093	23.096916	246.9617	11	07:57:00
B0127	114.132395	22.58338	243.7428	1	06:36:00
B0128	113.824021	22.737832	243.0345	8	06:54:00
B0129	113.923368	22.669148	240.7228	11	07:00:00
B0130	114.227313	22.697751	239.112	22	06:45:00
B0131	114.079336	22.634345	239.0776	10	07:39:00
B0132	113.334856	23.017262	239.0776	15	07:18:00
B0133	113.163214	23.035953	236.2993	19	06:54:00
B0134	114.168801	22.615165	234.2849	12	07:09:00
B0135	114.343194	22.999192	233.9414	42	06:30:00
B0136	113.605786	24.80413	229.1596	23	06:36:00
B0137	113.14625	23.107527	225.3733	22	06:51:00
B0138	114.139487	22.670303	225.2535	11	07:24:00
B0139	114.020917	22.667193	223.4477	7	07:30:00
B0140	113.43641	23.626787	219.9701	13	06:30:00
B0141	114.029516	22.653315	219.7008	8	07:36:00
B0142	114.073376	22.62607	218.2444	10	07:57:00
B0143	113.867745	22.644142	213.7231	11	07:15:00
B0144	113.744384	23.055061	213.5504	25	07:03:00
B0145	114.230291	22.633177	212.6327	19	06:54:00
B0146	114.002005	22.980661	200.0799	14	06:33:00
B0147	113.263282	23.174499	199.2313	13	07:42:00
B0148	113.665746	22.93804	199.2313	20	06:42:00
B0149	113.269551	22.845506	199.2313	63	06:30:00
B0150	114.138399	22.563546	197.6011	9	07:39:00
B0151	114.20803	22.6656	196.782	18	07:06:00
B0152	113.249702	23.133276	195.401	14	07:48:00
B0153	113.362287	23.11803	192.2122	10	08:00:00
B0154	113.213961	22.919953	191.2621	1	06:30:00
B0155	114.091435	22.705938	190.1459	9	07:21:00
B0156	114.042605	22.654493	188.7821	8	07:57:00
B0157	114.006372	22.995646	183.7939	13	06:39:00
B0158	113.826933	23.022885	183.2365	26	06:57:00
B0159	114.152166	22.624889	181.9852	1	06:36:00
B0160	113.317468	23.224528	181.2249	11	07:45:00
B0161	114.266652	22.741636	180.201	1	06:30:00
B0162	113.294756	23.054148	179.3082	10	07:51:00
B0163	113.796497	22.674691	179.3082	1	06:30:00
B0164	113.092801	22.966344	179.3082	13	07:21:00
B0165	113.328526	23.156692	174.7604	13	08:00:00
B0166	113.251884	23.190577	171.1987	12	07:45:00
B0167	113.733551	23.010914	171.1253	23	07:03:00
B0168	113.112958	23.072207	169.0116	23	06:51:00
B0169	113.314506	23.101558	168.3819	10	08:00:00
B0170	113.083899	23.012481	168.3546	23	06:54:00
B0171	114.159207	22.611218	159.3851	9	07:36:00
B0172	113.241295	23.1306	159.3851	14	07:57:00
B0173	114.107034	22.619846	157.4156	9	08:00:00
B0174	114.093465	22.55123	152.1497	8	07:48:00
B0175	113.945301	22.506225	151.7244	1	06:30:00
B0176	114.029555	22.657811	151.7204	7	07:51:00
B0177	113.149007	23.016933	151.5345	21	07:00:00
B0178	114.154938	22.630003	151.4158	10	07:45:00
B0179	113.828908	22.800524	151.4158	7	06:51:00
B0180	113.136969	23.120203	149.86	17	07:00:00
B0181	113.372001	23.293868	149.0707	12	06:51:00
B0182	113.749133	23.034994	148.8489	22	07:12:00
B0183	113.49505	23.045704	148.5654	7	06:51:00
B0184	113.312493	23.106751	147.3951	9	08:00:00
B0185	113.718566	23.039656	145.8889	12	06:45:00
B0186	113.13376	23.0391	145.195	20	07:06:00
B0187	113.272284	23.226408	142.0646	10	07:48:00
B0188	114.030232	22.665157	140.7584	6	07:51:00
B0189	114.031797	22.621808	139.4619	7	08:00:00
B0190	114.159413	22.628276	139.4619	9	07:48:00
B0191	113.375591	23.103618	139.4619	8	08:00:00
B0192	113.339842	23.019975	138.8561	11	07:36:00
B0193	113.213898	22.919974	135.7602	1	06:33:00
B0194	114.107025	22.619739	134.8147	8	08:00:00
B0195	114.035832	22.965764	134.5708	12	06:36:00
B0196	114.014881	22.676151	132.103	1	06:33:00
B0197	113.701495	22.960617	130.7752	15	07:06:00
B0198	113.312499	23.106792	127.508	9	08:00:00
B0199	113.942816	22.520804	126.9857	12	07:06:00
B0200	113.017895	22.980092	123.5234	24	06:42:00
B0201	113.614671	23.558419	120.3874	30	06:30:00
B0202	114.202461	22.638154	119.5388	13	07:33:00
B0203	113.903337	22.723878	119.5388	7	07:00:00
B0204	114.131407	22.551842	119.5388	7	08:00:00
B0205	113.269269	23.097481	119.5388	8	08:00:00
B0206	114.231992	22.69495	119.5388	1	06:36:00
B0207	113.399742	23.127013	119.5388	7	08:00:00
B0208	114.032407	22.982071	119.5388	11	06:42:00
B0209	113.99635	22.97076	119.5388	9	06:42:00
B0210	112.939739	22.928824	119.5388	30	06:33:00
B0211	113.293212	23.227075	115.9629	9	07:57:00
B0212	113.346826	23.146568	115.7718	1	07:06:00
B0213	113.391595	23.212972	115.646	8	07:42:00
B0214	113.299725	23.143901	115.5542	10	08:00:00
B0215	113.777571	23.060158	115.5408	25	07:06:00
B0216	113.14227	23.03343	114.8859	18	07:15:00
B0217	113.077555	23.019462	114.4205	16	07:27:00
B0218	114.040747	22.563803	112.9106	6	08:00:00
B0219	113.196688	23.444281	112.1376	24	06:33:00
B0220	113.365807	23.467101	111.5695	9	06:36:00
B0221	113.973194	22.589193	110.69	9	08:00:00
B0222	113.585017	23.065583	108.7365	7	06:48:00
B0223	113.295104	23.100414	106.4804	8	08:00:00
B0224	113.288044	23.075797	105.5926	8	08:00:00
B0225	113.303661	23.340387	105.5176	12	06:45:00
B0226	113.170439	23.073486	105.3559	11	07:39:00
B0227	113.341384	23.018177	104.1227	9	07:51:00
B0228	114.113145	22.576181	103.6003	7	08:00:00
B0229	113.117726	23.037115	103.0065	17	07:18:00
B0230	114.207759	22.657617	102.08	13	07:30:00
B0231	114.123207	22.615435	102.0617	7	08:00:00
B0232	113.205374	23.484326	101.608	23	06:33:00
B0233	114.329945	22.773827	99.6157	18	06:42:00
B0234	113.36433	23.309835	99.6157	11	07:00:00
B0235	113.949223	22.588494	99.6157	9	08:00:00
B0236	113.814489	22.73834	99.6157	5	07:06:00
B0237	113.30588	23.042795	99.6157	8	08:00:00
B0238	114.118918	22.617982	99.6157	7	08:00:00
B0239	114.297779	22.729964	99.6157	15	06:57:00
B0240	113.335702	23.207391	99.6157	9	08:00:00
B0241	113.787943	23.051221	99.6157	19	07:15:00
B0242	113.061531	22.832479	99.6157	3	06:42:00
B0243	113.771143	22.796875	97.0036	4	07:00:00
B0244	113.714482	22.801349	94.9628	1	06:30:00
B0245	113.813969	22.763973	94.8781	5	07:09:00
B0246	113.31211	23.114455	93.5386	8	08:00:00
B0247	113.270594	23.205772	93.2156	1	07:09:00
B0248	113.12903	23.007204	93.1884	16	07:15:00
B0249	113.255106	23.396767	92.9875	18	06:45:00
B0250	114.002003	22.683833	92.8451	5	07:54:00
B0251	114.120387	22.537617	92.144	7	08:00:00
B0252	113.648114	23.014185	91.5635	14	07:00:00
B0253	114.275458	22.720184	88.7475	16	07:03:00
B0254	113.338573	23.132941	88.1576	9	08:00:00
B0255	113.127154	23.112296	87.1681	14	07:21:00
B0256	113.75766	23.041392	86.2996	1	06:30:00
B0257	113.284436	23.0946	85.6695	7	08:00:00
B0258	113.821783	22.676474	84.414	1	06:33:00
B0259	113.088383	22.964203	84.0491	15	07:12:00
B0260	114.073682	22.540942	83.6772	7	08:00:00
B0261	113.05448	23.064767	83.6772	13	07:36:00
B0262	113.951115	22.684504	82.9086	6	07:33:00
B0263	114.127943	22.563444	82.3088	6	08:00:00
B0264	113.240921	23.160089	79.6925	10	08:00:00
B0265	113.261283	23.068369	79.6925	7	08:00:00
B0266	113.291573	23.212104	79.6925	7	08:00:00
B0267	113.273734	23.194579	79.6925	8	08:00:00
B0268	114.124439	22.591387	79.6925	1	06:42:00
B0269	113.33598	23.097546	79.6925	1	07:12:00
B0270	113.278148	23.093079	79.6925	1	07:09:00
B0271	113.327665	23.442511	79.6925	9	06:45:00
B0272	113.948822	22.536425	79.6925	9	07:27:00
B0273	113.913137	22.757872	79.6925	5	07:15:00
B0274	113.904177	22.572146	79.6925	9	07:18:00
B0275	113.379643	23.207769	79.6925	7	07:57:00
B0276	113.270935	23.133812	79.6925	1	07:12:00
B0277	113.460126	23.110957	79.6925	5	07:15:00
B0278	114.119678	22.631729	79.6925	6	08:00:00
B0279	114.121094	22.572337	79.6925	1	06:42:00
B0280	113.293411	23.148396	79.6925	8	08:00:00
B0281	113.283015	23.137481	79.6925	8	08:00:00
B0282	113.220174	23.381258	79.6925	16	06:45:00
B0283	113.941047	22.693376	79.6925	6	07:24:00
B0284	113.343578	23.141344	79.6925	8	08:00:00
B0285	114.110239	22.651485	79.6925	6	08:00:00
B0286	113.332625	23.150785	79.6925	9	08:00:00
B0287	113.316081	23.247414	79.6925	9	07:42:00
B0288	114.092453	22.550214	79.6925	6	08:00:00
B0289	113.240874	23.144206	79.6925	10	08:00:00
B0290	113.999879	22.910687	79.6925	8	06:48:00
B0291	113.821749	22.878442	79.6925	6	06:48:00
B0292	113.828038	22.80034	79.6925	5	07:06:00
B0293	113.274358	22.947805	79.6925	8	07:03:00
B0294	113.052974	22.821221	79.6925	5	06:33:00
B0295	113.134501	23.037111	79.6925	11	08:00:00
B0296	113.401686	22.887126	75.3616	14	06:36:00
B0297	113.335749	22.960802	73.2507	5	07:24:00
B0298	113.774572	23.063445	71.7233	20	07:09:00
B0299	113.746074	22.939187	70.9796	17	07:03:00
B0300	114.068923	22.665838	64.7502	5	08:00:00
B0301	113.90155	22.568389	64.292	8	07:21:00
B0302	113.846444	22.592527	61.7617	13	07:03:00
B0303	113.228722	23.40515	60.12	13	06:54:00
B0304	113.258772	23.26376	59.7694	7	07:42:00
B0305	113.282856	23.137429	59.7694	7	08:00:00
B0306	113.393612	23.136755	59.7694	1	07:09:00
B0307	113.315173	23.13592	59.7694	7	08:00:00
B0308	113.282935	23.137578	59.7694	7	08:00:00
B0309	113.315659	23.254296	59.7694	8	07:57:00
B0310	113.268304	23.120306	59.7694	6	08:00:00
B0311	113.27424	23.126948	59.7694	7	08:00:00
B0312	113.551515	23.151009	59.7694	1	06:30:00
B0313	113.289146	23.077633	59.7694	6	08:00:00
B0314	114.224224	22.692574	59.7694	11	07:21:00
B0315	113.359285	22.936494	59.7694	6	07:15:00
B0316	113.357872	23.124292	59.7694	6	08:00:00
B0317	113.403347	22.944615	59.7694	5	07:12:00
B0318	114.019311	22.676503	59.7694	3	08:00:00
B0319	113.229295	23.164734	59.7694	8	08:00:00
B0320	113.363252	23.104198	59.7694	6	08:00:00
B0321	114.284747	22.735438	59.7694	13	07:03:00
B0322	114.066268	22.540448	59.7694	1	06:48:00
B0323	113.993061	22.686066	59.7694	4	08:00:00
B0324	114.041198	22.633013	59.7694	4	08:00:00
B0325	114.265177	22.721816	59.7694	13	07:06:00
B0326	114.128361	22.549107	59.7694	5	08:00:00
B0327	113.26614	23.10824	59.7694	6	08:00:00
B0328	114.137262	22.612929	59.7694	5	08:00:00
B0329	114.058444	22.543915	59.7694	5	08:00:00
B0330	113.401054	23.126053	59.7694	5	08:00:00
B0331	114.047879	22.523461	59.7694	5	08:00:00
B0332	113.944955	22.688779	59.7694	5	07:42:00
B0333	113.908071	22.735666	59.7694	5	07:27:00
B0334	113.338799	23.124435	59.7694	6	08:00:00
B0335	113.906852	22.588207	59.7694	8	07:39:00
B0336	113.768854	23.054901	59.7694	18	07:15:00
B0337	112.864304	23.173781	59.7694	1	06:30:00
B0338	113.132484	23.118702	59.7694	11	07:27:00
B0339	113.132589	23.040919	59.7694	10	08:00:00
B0340	113.157507	23.004923	59.7694	13	07:27:00
B0341	113.209	23.072993	59.7694	1	06:51:00
B0342	113.126195	22.99238	59.7694	13	07:24:00
B0343	113.625475	23.287294	59.2557	12	06:30:00
B0344	113.51278	23.181232	58.2166	3	06:48:00
B0345	114.142503	22.620732	57.6201	5	08:00:00
B0346	114.042548	22.654518	57.1467	4	08:00:00
B0347	113.314866	22.979873	56.9125	1	06:30:00
B0348	113.392481	23.13475	56.9125	1	07:15:00
B0349	113.719121	22.985329	55.7674	12	07:30:00
B0350	114.123113	22.615454	55.7056	5	08:00:00
B0351	113.15496	23.065181	55.5474	12	07:45:00
B0352	114.044003	22.624165	55.5456	4	08:00:00
B0353	113.457024	23.107515	53.5749	4	07:33:00
B0354	113.960327	22.573093	53.1584	6	08:00:00
B0355	113.9662	22.5738	52.5572	6	08:00:00
B0356	114.127734	22.605395	51.807	5	08:00:00
B0357	114.118897	22.555394	50.3799	5	08:00:00
B0358	114.07265	22.52894	49.6626	5	08:00:00
B0359	113.447505	23.064412	49.648	4	07:39:00
B0360	113.156795	23.032306	49.3891	12	07:54:00
B0361	113.4009	23.125804	48.5795	4	08:00:00
B0362	113.143825	23.009643	47.8155	12	07:45:00
B0363	113.31943	23.026036	46.5355	6	08:00:00
B0364	113.409223	23.123308	46.3032	4	08:00:00
B0365	113.304406	23.096891	46.2113	5	08:00:00
B0366	113.236094	23.098008	46.0497	6	08:00:00
B0367	113.229464	23.203413	45.8232	6	08:00:00
B0368	114.227576	22.672999	45.6855	10	07:39:00
B0369	113.944387	22.703545	45.4946	4	07:54:00
B0370	114.148979	22.614072	45.105	5	08:00:00
B0371	113.274436	23.11072	44.3144	5	08:00:00
B0372	113.278892	23.087139	44.1162	5	08:00:00
B0373	113.232562	23.179085	43.8309	7	08:00:00
B0374	113.400417	23.141318	43.8033	5	08:00:00
B0375	114.388943	22.716905	42.8347	5	06:39:00
B0376	113.336944	23.091655	42.3704	5	08:00:00
B0377	113.363802	23.318118	42.1776	7	07:03:00
B0378	113.214543	23.377337	41.8386	11	06:51:00
B0379	113.267994	23.126861	41.8386	6	08:00:00
B0380	113.949348	22.524485	41.8386	7	07:51:00
B0381	113.347108	23.196752	41.8386	5	08:00:00
B0382	113.696638	22.831844	41.8386	3	06:42:00
B0383	114.004376	22.678983	41.8386	4	08:00:00
B0384	113.158358	23.040397	41.8386	10	08:00:00
B0385	112.905005	23.15374	41.8386	7	06:39:00
B0386	113.807281	22.675887	40.0001	6	07:03:00
B0387	114.034519	22.625597	39.9479	3	08:00:00
B0388	113.92639	22.545463	39.8463	1	06:33:00
B0389	113.193986	23.458749	39.8463	14	06:51:00
B0390	114.085845	22.540878	39.8463	5	08:00:00
B0391	114.118199	22.559842	39.8463	4	08:00:00
B0392	113.292305	23.212488	39.8463	5	08:00:00
B0393	113.337886	23.13516	39.8463	6	08:00:00
B0394	113.276884	23.105198	39.8463	5	08:00:00
B0395	113.365248	23.095225	39.8463	4	08:00:00
B0396	113.370323	23.193444	39.8463	5	08:00:00
B0397	114.123028	22.565797	39.8463	4	08:00:00
B0398	113.352865	23.001787	39.8463	6	08:00:00
B0399	114.264305	22.728736	39.8463	1	06:36:00
B0400	113.433356	23.373834	39.8463	5	06:45:00
B0401	113.386713	23.135971	39.8463	5	08:00:00
B0402	114.009774	22.646861	39.8463	1	06:39:00
B0403	113.938947	22.679169	39.8463	5	08:00:00
B0404	113.271284	23.10584	39.8463	5	08:00:00
B0405	114.120275	22.659864	39.8463	5	08:00:00
B0406	113.815302	22.708022	39.8463	3	07:24:00
B0407	114.092534	22.550248	39.8463	4	08:00:00
B0408	113.978106	22.547093	39.8463	1	06:39:00
B0409	114.094441	22.56253	39.8463	1	06:51:00
B0410	113.293349	23.148314	39.8463	1	07:36:00
B0411	114.133295	22.550907	39.8463	1	06:51:00
B0412	113.236106	23.141977	39.8463	7	08:00:00
B0413	113.386429	23.17077	39.8463	5	08:00:00
B0414	113.240445	23.10288	39.8463	6	08:00:00
B0415	114.074777	22.531248	39.8463	5	08:00:00
B0416	114.057247	22.566277	39.8463	1	06:51:00
B0417	113.472495	22.937503	39.8463	12	06:39:00
B0418	114.297116	22.780596	39.8463	10	07:06:00
B0419	114.225501	22.693761	39.8463	9	07:45:00
B0420	114.111315	22.607315	39.8463	4	08:00:00
B0421	113.341529	23.203141	39.8463	5	08:00:00
B0422	114.121268	22.609728	39.8463	4	08:00:00
B0423	114.040503	22.571192	39.8463	3	08:00:00
B0424	113.286578	23.132668	39.8463	6	08:00:00
B0425	113.877354	22.581488	39.8463	6	07:42:00
B0426	113.835816	22.681384	39.8463	5	07:21:00
B0427	114.152468	22.626028	39.8463	5	08:00:00
B0428	113.272345	23.439895	39.8463	9	07:06:00
B0429	113.293306	23.142616	39.8463	6	08:00:00
B0430	113.215721	23.279398	39.8463	9	07:18:00
B0431	113.974574	22.553907	39.8463	6	08:00:00
B0432	114.118823	22.573458	39.8463	4	08:00:00
B0433	113.280243	23.112827	39.8463	1	07:27:00
B0434	113.723135	22.991592	39.8463	1	06:33:00
B0435	113.393497	23.333676	39.8463	5	06:57:00
B0436	113.937039	22.537562	39.8463	7	07:45:00
B0437	113.853501	22.608568	39.8463	1	06:36:00
B0438	113.236506	23.223677	39.8463	6	08:00:00
B0439	113.281233	23.101533	39.8463	1	07:27:00
B0440	113.911861	22.539697	39.8463	7	07:39:00
B0441	113.930063	22.521439	39.8463	1	06:33:00
B0442	114.109829	22.541419	39.8463	4	08:00:00
B0443	113.932276	22.521505	39.8463	6	07:39:00
B0444	113.192208	23.41147	39.8463	15	06:51:00
B0445	113.869516	22.586891	39.8463	6	07:42:00
B0446	113.487867	23.105474	39.8463	4	07:27:00
B0447	114.075432	22.537286	39.8463	1	06:51:00
B0448	114.089112	22.54842	39.8463	4	08:00:00
B0449	114.041621	22.67597	39.8463	3	08:00:00
B0450	113.401998	23.122523	39.8463	4	08:00:00
B0451	114.026536	22.656474	39.8463	1	06:45:00
B0452	113.82128	22.69798	39.8463	4	07:15:00
B0453	113.325786	23.168829	39.8463	1	07:39:00
B0454	114.218155	22.65703	39.8463	1	06:48:00
B0455	113.262955	23.214644	39.8463	5	08:00:00
B0456	113.348428	23.192039	39.8463	5	08:00:00
B0457	113.926733	22.566805	39.8463	6	07:42:00
B0458	114.054618	22.557264	39.8463	4	08:00:00
B0459	113.393584	23.136778	39.8463	1	07:18:00
B0460	113.235305	23.102809	39.8463	6	08:00:00
B0461	113.299053	23.349518	39.8463	7	07:18:00
B0462	113.835882	22.716731	39.8463	4	07:30:00
B0463	113.900599	22.767485	39.8463	4	07:33:00
B0464	113.321041	23.126049	39.8463	6	08:00:00
B0465	113.2262	23.061671	39.8463	5	08:00:00
B0466	113.378918	23.138925	39.8463	5	08:00:00
B0467	113.904246	22.726808	39.8463	4	07:39:00
B0468	113.949623	22.681319	39.8463	5	08:00:00
B0469	114.126707	22.606031	39.8463	4	08:00:00
B0470	113.922454	22.760543	39.8463	4	07:36:00
B0471	113.362763	23.117189	39.8463	5	08:00:00
B0472	111.106315	21.498823	39.8463	1	06:30:00
B0473	113.385011	22.794154	39.8463	1	06:30:00
B0474	114.121736	22.622065	39.8463	4	08:00:00
B0475	113.977801	22.538354	39.8463	6	08:00:00
B0476	113.265912	23.108233	39.8463	5	08:00:00
B0477	113.328971	23.098874	39.8463	5	08:00:00
B0478	114.026436	22.752553	39.8463	4	07:30:00
B0479	113.28236	23.149311	39.8463	6	08:00:00
B0480	114.229209	22.619595	39.8463	7	07:36:00
B0481	114.158556	22.559059	39.8463	1	06:48:00
B0482	113.844956	22.694935	39.8463	4	07:27:00
B0483	113.25955	23.115144	39.8463	5	08:00:00
B0484	114.076561	22.637062	39.8463	4	08:00:00
B0485	114.039199	23.017785	39.8463	6	06:57:00
B0486	113.67508	22.869974	39.8463	3	07:00:00
B0487	114.131288	22.86985	39.8463	9	06:33:00
B0488	113.721845	22.801963	39.8463	3	06:54:00
B0489	113.824454	23.121891	39.8463	12	07:06:00
B0490	113.900075	23.065028	39.8463	12	06:48:00
B0491	114.012363	22.92074	39.8463	6	06:54:00
B0492	114.080272	22.79723	39.8463	9	06:33:00
B0493	113.733323	23.041766	39.8463	1	06:33:00
B0494	113.929266	22.983841	39.8463	9	06:51:00
B0495	113.886441	23.037111	39.8463	15	06:51:00
B0496	113.7786	23.048678	39.8463	14	07:21:00
B0497	113.682766	22.811692	39.8463	1	06:33:00
B0498	114.119983	22.883376	39.8463	9	06:36:00
B0499	113.807922	22.938454	39.8463	14	07:00:00
B0500	113.082808	22.877674	39.8463	11	06:39:00
B0501	113.08838	23.230059	39.8463	10	06:30:00
B0502	112.872049	22.91514	39.8463	19	06:33:00
B0503	113.13325	23.002962	39.8463	10	07:51:00
B0504	112.923115	23.054569	39.8463	8	06:39:00
B0505	113.167485	22.906752	39.8463	19	06:42:00
B0506	113.282171	22.946631	39.8463	5	07:18:00
B0507	113.082854	22.877588	39.8463	11	06:39:00
B0508	113.224487	22.908228	39.0864	18	06:45:00
B0509	113.107354	22.963037	38.4497	10	07:57:00
B0510	114.139952	22.743173	38.0205	4	08:00:00
B0511	114.059629	22.602344	37.8577	4	08:00:00
B0512	114.06549	22.665991	36.4665	4	08:00:00
B0513	113.845955	22.913183	34.7793	10	06:51:00
B0514	113.75284	22.801749	34.0831	3	07:21:00
B0515	113.383475	22.949361	34.0692	1	06:33:00
B0516	113.807474	22.67858	33.7613	4	07:36:00
B0517	113.424046	23.198099	32.927	4	08:00:00
