t	P
228.000000	-694
229.000000	-694
230.000000	-694
231.000000	-694
232.000000	-694
233.000000	-694
234.000000	-694
235.000000	-694
236.000000	-694
237.000000	-694
238.000000	-694
239.000000	-694
240.000000	-694
241.000000	-694
242.000000	-694
243.000000	-694
244.000000	-694
245.000000	-694
246.000000	-694
247.000000	-694
248.000000	-694
249.000000	-694
250.000000	-694
251.000000	-694
252.000000	-694
253.000000	-694
254.000000	-694
255.000000	-694
256.000000	-694
257.000000	-694
258.000000	-694
259.000000	-694
260.000000	-694
261.000000	-694
262.000000	-694
263.000000	-694
264.000000	-694
265.000000	-694
266.000000	-694
267.000000	-694
268.000000	-694
269.000000	-694
270.000000	-694
271.000000	-694
272.000000	-694
273.000000	-694
274.000000	-694
275.000000	-694
276.000000	-679
277.000000	-640
278.000000	-600
279.000000	-559
280.000000	-518
281.000000	-475
282.000000	-432
283.000000	-387
284.000000	-343
285.000000	-297
286.000000	-251
287.000000	-204
288.000000	-156
289.000000	-108
290.000000	-59
291.000000	-10
292.000000	39
293.000000	89
294.000000	140
295.000000	191
296.000000	243
297.000000	295
298.000000	347
299.000000	400
300.000000	454
301.000000	-208
302.000000	-1120
303.000000	-1236
304.000000	-1182
305.000000	-1127
306.000000	-1073
307.000000	-1018
308.000000	-963
309.000000	-908
310.000000	-852
311.000000	-797
312.000000	-741
313.000000	-685
314.000000	-630
315.000000	-574
316.000000	-518
317.000000	-462
318.000000	-406
319.000000	-350
320.000000	-295
321.000000	-239
322.000000	-183
323.000000	-128
324.000000	-72
325.000000	-17
326.000000	37
327.000000	92
328.000000	146
329.000000	201
330.000000	255
331.000000	309
332.000000	362
333.000000	415
334.000000	468
335.000000	521
336.000000	573
337.000000	624
338.000000	676
339.000000	727
340.000000	777
341.000000	827
342.000000	876
343.000000	925
344.000000	974
345.000000	1021
346.000000	1069
347.000000	1115
348.000000	1161
349.000000	1207
350.000000	1252
351.000000	1296
352.000000	1339
353.000000	1382
354.000000	1423
355.000000	1465
356.000000	1505
357.000000	1545
358.000000	1584
359.000000	1622
360.000000	1659
361.000000	1695
362.000000	1731
363.000000	1766
364.000000	1800
365.000000	1832
366.000000	1865
367.000000	1896
368.000000	1926
369.000000	1955
370.000000	1983
371.000000	2011
372.000000	2037
373.000000	2062
374.000000	2087
375.000000	2111
376.000000	2133
377.000000	2154
378.000000	2174
379.000000	2193
380.000000	2212
381.000000	2229
382.000000	2245
383.000000	2260
384.000000	2274
385.000000	2286
386.000000	2298
387.000000	2309
388.000000	2318
389.000000	2327
390.000000	2334
391.000000	2340
392.000000	2345
393.000000	2349
394.000000	2352
395.000000	2353
396.000000	2354
397.000000	2354
398.000000	2354
399.000000	2354
400.000000	2354
401.000000	1624
402.000000	642
403.000000	469
404.000000	469
405.000000	469
406.000000	469
407.000000	469
408.000000	469
409.000000	469
410.000000	469
411.000000	469
412.000000	469
413.000000	469
414.000000	469
415.000000	469
416.000000	469
417.000000	469
418.000000	469
419.000000	469
420.000000	469
421.000000	469
422.000000	469
423.000000	469
424.000000	469
425.000000	469
426.000000	469
427.000000	469
428.000000	469
429.000000	469
430.000000	469
431.000000	469
432.000000	469
433.000000	469
434.000000	469
435.000000	469
436.000000	469
437.000000	469
438.000000	469
439.000000	469
440.000000	469
441.000000	469
442.000000	469
443.000000	469
444.000000	469
445.000000	469
446.000000	469
447.000000	469
448.000000	469
449.000000	469
450.000000	469
451.000000	469
452.000000	469
453.000000	469
454.000000	469
455.000000	469
456.000000	469
457.000000	469
458.000000	469
459.000000	469
460.000000	469
461.000000	469
462.000000	469
463.000000	469
464.000000	469
465.000000	469
466.000000	469
467.000000	469
468.000000	469
469.000000	469
470.000000	469
471.000000	469
472.000000	469
473.000000	469
474.000000	469
475.000000	469
476.000000	469
477.000000	469
478.000000	469
479.000000	469
480.000000	469
481.000000	469
482.000000	469
483.000000	469
484.000000	469
485.000000	469
486.000000	469
487.000000	469
488.000000	469
489.000000	469
490.000000	469
491.000000	469
492.000000	469
493.000000	469
494.000000	469
495.000000	469
496.000000	469
497.000000	469
498.000000	469
499.000000	469
500.000000	469
501.000000	-248
502.000000	-1215
503.000000	-1384
504.000000	-1384
505.000000	-1384
506.000000	-1384
507.000000	-1384
508.000000	-1384
509.000000	-1384
510.000000	-1384
511.000000	-1384
512.000000	-1384
513.000000	-1384
514.000000	-1384
515.000000	-1384
516.000000	-1384
517.000000	-1384
518.000000	-1384
519.000000	-1384
520.000000	-1384
521.000000	-1384
522.000000	-1384
523.000000	-1384
524.000000	-1384
525.000000	-1384
526.000000	-1384
527.000000	-1384
528.000000	-1384
529.000000	-1384
530.000000	-1384
531.000000	-1384
532.000000	-1384
533.000000	-1384
534.000000	-1384
535.000000	-1384
536.000000	-1384
537.000000	-1384
538.000000	-1384
539.000000	-1384
540.000000	-1367
541.000000	-1329
542.000000	-1289
543.000000	-1248
544.000000	-1206
545.000000	-1164
546.000000	-1121
547.000000	-1076
548.000000	-1032
549.000000	-986
550.000000	-940
551.000000	-893
552.000000	-846
553.000000	-798
554.000000	-749
555.000000	-700
556.000000	-650
557.000000	-600
558.000000	-550
559.000000	-499
560.000000	-447
561.000000	-395
562.000000	-343
563.000000	-290
564.000000	-237
565.000000	-183
566.000000	-129
567.000000	-75
568.000000	-21
569.000000	33
570.000000	87
571.000000	143
572.000000	198
573.000000	253
574.000000	309
575.000000	365
576.000000	420
577.000000	476
578.000000	532
579.000000	589
580.000000	645
581.000000	701
582.000000	757
583.000000	813
584.000000	869
585.000000	925
586.000000	981
587.000000	1036
588.000000	1092
589.000000	1147
590.000000	1203
591.000000	1258
592.000000	1313
593.000000	1367
594.000000	1422
595.000000	1476
596.000000	1529
597.000000	1583
598.000000	1636
599.000000	1689
600.000000	1741
601.000000	1068
602.000000	142
603.000000	22
604.000000	72
605.000000	122
606.000000	171
607.000000	220
608.000000	268
609.000000	316
610.000000	363
611.000000	409
612.000000	455
613.000000	500
614.000000	545
615.000000	589
616.000000	632
617.000000	675
618.000000	717
619.000000	758
620.000000	798
621.000000	838
622.000000	876
623.000000	914
624.000000	952
625.000000	988
626.000000	1023
627.000000	1058
628.000000	1092
629.000000	1124
630.000000	1156
631.000000	1188
632.000000	1218
633.000000	1247
634.000000	1275
635.000000	1302
636.000000	1329
637.000000	1354
638.000000	1378
639.000000	1402
640.000000	1424
641.000000	1445
642.000000	1465
643.000000	1484
644.000000	1503
645.000000	1520
646.000000	1536
647.000000	1551
648.000000	1564
649.000000	1577
650.000000	1589
651.000000	1599
652.000000	1609
653.000000	1617
654.000000	1624
655.000000	1631
656.000000	1636
657.000000	1639
658.000000	1642
659.000000	1644
660.000000	1644
661.000000	1644
662.000000	1644
663.000000	1644
664.000000	1644
665.000000	1644
666.000000	1644
667.000000	1644
668.000000	1644
669.000000	1644
670.000000	1644
671.000000	1644
672.000000	1644
673.000000	1644
674.000000	1644
675.000000	1644
676.000000	1644
677.000000	1644
678.000000	1644
679.000000	1644
680.000000	1644
681.000000	1644
682.000000	1644
683.000000	1644
684.000000	1644
685.000000	1644
686.000000	1644
687.000000	1644
688.000000	1644
689.000000	1644
690.000000	1644
691.000000	1644
692.000000	1644
693.000000	1644
694.000000	1644
695.000000	1644
696.000000	1644
697.000000	1644
698.000000	1644
699.000000	1644
700.000000	1644
701.000000	919
702.000000	-56
703.000000	-228
704.000000	-228
705.000000	-228
706.000000	-228
707.000000	-228
708.000000	-228
709.000000	-228
710.000000	-228
711.000000	-228
712.000000	-228
713.000000	-228
714.000000	-228
715.000000	-228
716.000000	-228
717.000000	-228
718.000000	-228
719.000000	-228
720.000000	-228
721.000000	-228
722.000000	-228
723.000000	-228
724.000000	-228
725.000000	-228
726.000000	-228
727.000000	-228
728.000000	-228
729.000000	-228
730.000000	-228
731.000000	-228
732.000000	-228
733.000000	-228
734.000000	-228
735.000000	-228
736.000000	-228
737.000000	-228
738.000000	-228
739.000000	-228
740.000000	-228
741.000000	-228
742.000000	-228
743.000000	-228
744.000000	-228
745.000000	-228
746.000000	-228
747.000000	-228
748.000000	-228
749.000000	-228
750.000000	-228
751.000000	-228
752.000000	-228
753.000000	-228
754.000000	-228
755.000000	-228
756.000000	-228
757.000000	-228
758.000000	-228
759.000000	-228
760.000000	-228
761.000000	-228
762.000000	-228
763.000000	-228
764.000000	-228
765.000000	-228
766.000000	-228
767.000000	-228
768.000000	-228
769.000000	-228
770.000000	-228
771.000000	-228
772.000000	-228
773.000000	-228
774.000000	-228
775.000000	-228
776.000000	-228
777.000000	-228
778.000000	-228
779.000000	-228
780.000000	-228
781.000000	-228
782.000000	-228
783.000000	-228
784.000000	-228
785.000000	-228
786.000000	-228
787.000000	-228
788.000000	-228
789.000000	-228
790.000000	-228
791.000000	-228
792.000000	-228
793.000000	-228
794.000000	-228
795.000000	-228
796.000000	-228
797.000000	-228
798.000000	-228
799.000000	-228
800.000000	-228
801.000000	-941
802.000000	-1903
803.000000	-2071
804.000000	-2053
805.000000	-2014
806.000000	-1974
807.000000	-1933
808.000000	-1892
809.000000	-1850
810.000000	-1806
811.000000	-1762
812.000000	-1718
813.000000	-1672
814.000000	-1626
815.000000	-1580
816.000000	-1532
817.000000	-1485
818.000000	-1436
819.000000	-1387
820.000000	-1338
821.000000	-1287
822.000000	-1237
823.000000	-1186
824.000000	-1135
825.000000	-1083
826.000000	-1030
827.000000	-978
828.000000	-925
829.000000	-871
830.000000	-818
831.000000	-764
832.000000	-710
833.000000	-655
834.000000	-600
835.000000	-546
836.000000	-490
837.000000	-435
838.000000	-380
839.000000	-324
840.000000	-268
841.000000	-213
842.000000	-157
843.000000	-101
844.000000	-45
845.000000	10
846.000000	66
847.000000	122
848.000000	178
849.000000	234
850.000000	289
851.000000	345
852.000000	400
853.000000	456
854.000000	511
855.000000	566
856.000000	620
857.000000	675
858.000000	729
859.000000	783
860.000000	837
861.000000	890
862.000000	943
863.000000	996
864.000000	1048
865.000000	1100
866.000000	1151
867.000000	1202
868.000000	1253
869.000000	1303
870.000000	1352
871.000000	1401
872.000000	1449
873.000000	1497
874.000000	1545
875.000000	1591
876.000000	1637
877.000000	1683
878.000000	1728
879.000000	1772
880.000000	1815
881.000000	1858
882.000000	1900
883.000000	1941
884.000000	1982
885.000000	2022
886.000000	2061
887.000000	2099
888.000000	2136
889.000000	2172
890.000000	2208
891.000000	2243
892.000000	2277
893.000000	2310
894.000000	2342
895.000000	2373
896.000000	2403
897.000000	2433
898.000000	2461
899.000000	2488
900.000000	2515
901.000000	1810
902.000000	851
903.000000	701
904.000000	723
905.000000	745
906.000000	765
907.000000	784
908.000000	802
909.000000	819
910.000000	835
911.000000	850
912.000000	864
913.000000	876
914.000000	888
915.000000	898
916.000000	908
917.000000	916
918.000000	923
919.000000	930
920.000000	935
921.000000	939
922.000000	941
923.000000	943
924.000000	944
925.000000	944
926.000000	944
927.000000	944
928.000000	944
929.000000	944
930.000000	944
931.000000	944
932.000000	944
933.000000	944
934.000000	944
935.000000	944
936.000000	944
937.000000	944
938.000000	944
939.000000	944
940.000000	944
941.000000	944
942.000000	944
943.000000	944
944.000000	944
945.000000	944
946.000000	944
947.000000	944
948.000000	944
949.000000	944
950.000000	944
951.000000	944
952.000000	944
953.000000	944
954.000000	944
955.000000	944
956.000000	944
957.000000	944
958.000000	944
959.000000	944
960.000000	944
961.000000	944
962.000000	944
963.000000	944
964.000000	944
965.000000	944
966.000000	944
967.000000	944
968.000000	944
969.000000	944
970.000000	944
971.000000	944
972.000000	944
973.000000	944
974.000000	944
975.000000	944
976.000000	944
977.000000	944
978.000000	944
979.000000	944
980.000000	944
981.000000	944
982.000000	944
983.000000	944
984.000000	944
985.000000	944
986.000000	944
987.000000	944
988.000000	944
989.000000	944
990.000000	944
991.000000	944
992.000000	944
993.000000	944
994.000000	944
995.000000	944
996.000000	944
997.000000	944
998.000000	944
999.000000	944
